# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.5.3

code::nde3, offlineplayer, 810475756964800455554944820C6C656173745369674269747304931C6C4771EA30CD0B6D6F73745369674269747304F41D20C9884F3C52
code::nlno, offlineplayer, 810475756964800455554944820C6C656173745369674269747304AD630184F833FBC50B6D6F73745369674269747304BBBF183FF0A1305F
code::s9gjo8iz, offlineplayer, 810475756964800455554944820C6C656173745369674269747304AD630184F833FBC50B6D6F73745369674269747304BBBF183FF0A1305F
codeverif::caspere, boolean, 01
cooldown.mayor::caspere, date, 810974696D657374616D7004000001786163FA9A
cops::handcuff::gangster, itemstack, 810576616C756520804E76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323233300A2020747970653A204149520A2020616D6F756E743A20300A
cops::handcuff::meth, itemstack, 810576616C756520804E76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323233300A2020747970653A204149520A2020616D6F756E743A20300A
discordid.caspere, long, 09BAB5DC5742000A
discordidcaspere, long, 09BAB5DC5742000A
discordstaff::list::701072649970909194, offlineplayer, 810475756964800455554944820C6C656173745369674269747304931C6C4771EA30CD0B6D6F73745369674269747304F41D20C9884F3C52
discordstaff::whitelist, boolean, 01
doorf::close::1, block, 8405776F726C6480FF0000000181046E616D652080076265656C696665017803FFFFFC4101790300000037017A03000000AF
doorf::close::2, block, 8405776F726C6480FF0000000181046E616D652080076265656C696665017803FFFFFC4201790300000037017A03000000AF
doorf::close::3, block, 8405776F726C6480FF0000000181046E616D652080076265656C696665017803FFFFFC4301790300000037017A03000000AF
doorf::close::4, block, 8405776F726C6480FF0000000181046E616D652080076265656C696665017803FFFFFC4401790300000037017A03000000AF
doorf::close::5, block, 8405776F726C6480FF0000000181046E616D652080076265656C696665017803FFFFFC4501790300000037017A03000000AF
doorf::open::1, block, 8405776F726C6480FF0000000181046E616D652080076265656C696665017803FFFFFC4501790300000037017A03000000AF
doorf::open::2, block, 8405776F726C6480FF0000000181046E616D652080076265656C696665017803FFFFFC4401790300000037017A03000000AF
doorf::open::3, block, 8405776F726C6480FF0000000181046E616D652080076265656C696665017803FFFFFC4301790300000037017A03000000AF
doorf::open::4, block, 8405776F726C6480FF0000000181046E616D652080076265656C696665017803FFFFFC4201790300000037017A03000000AF
doorf::open::5, block, 8405776F726C6480FF0000000181046E616D652080076265656C696665017803FFFFFC4101790300000037017A03000000AF
doors.lastdoor::_fife_, location, 8605776F726C6480FF0000000181046E616D652080076265656C696665017809C090960000000000017909404BC00000000000017A0940733800000000000570697463680800000000037961770800000000
doors.temp::exao_, location, 8605776F726C6480FF0000000181046E616D652080076265656C696665017809C089EC00000000000179094050A00000000000017A0940737800000000000570697463680800000000037961770800000000
doors.temp::noumaa, location, 8605776F726C6480FF0000000181046E616D652080076265656C696665017809C091BA0000000000017909404DC00000000000017A0940715800000000000570697463680800000000037961770800000000
fridge::2, block, 8405776F726C6480FF0000000181046E616D652080076265656C6966650178030000001201790300000005017A030000011C
fridge::3, double, 4016000000000000
fridge::4, double, 4016000000000000
fridge::5.5::isfull, boolean, 00
fridge::5, double, 4016000000000000
fridge::6, double, 4016000000000000
fridge::7, double, 4016000000000000
fridge::8, double, 4016000000000000
fridge::9, double, 4016000000000000
fridge::10, double, 4016000000000000
fridge::11, double, 4016000000000000
fridge::12, double, 4016000000000000
"fridge::beelife:18,5,284::isfull", boolean, 00
hook::caspere, date, 810974696D657374616D70040000017831C12BE5
hook::exao_, date, 810974696D657374616D70040000017835834396
hook::giowsa, date, 810974696D657374616D700400000178051D9556
hook::luissrs, date, 810974696D657374616D70040000017825F5B7D9
hook::noumaa, date, 810974696D657374616D7004000001782CBC3477
hook::poskitch, date, 810974696D657374616D700400000178082271AB
hook::soaked__, date, 810974696D657374616D700400000178086DEB0E
hook::spas13, date, 810974696D657374616D70040000017828007CA9
id::caspere, long, 09BAB5DC5742000A
job::players::0, long, 0000000000000000
job::players::1, long, 0000000000000006
job::players::2, long, 0000000000000000
job::players::3, long, 0000000000000000
job::players::4, long, 0000000000000000
job::players::5, long, 0000000000000000
job::players::6, long, 0000000000000000
job::players::7, long, 0000000000000000
job::players::8, long, 0000000000000000
job::players::9, long, 0000000000000000
job::players::10, long, 0000000000000000
job::players::11, long, FFFFFFFFFFFFFFFF
job::players::12, long, 0000000000000000
job::players::13, long, 0000000000000000
job::players::14, long, 0000000000000000
job::players::<none>, double, BFF0000000000000
job::player::_fife_, long, 0000000000000001
job::player::caspere, long, 0000000000000001
job::player::exao_, long, 0000000000000001
job::player::giowsa, long, 0000000000000001
job::player::nonite07, long, 0000000000000001
job::player::spas13, long, 0000000000000001
job::player::spas48, long, 0000000000000001
jobplayers::0, long, 0000000000000000
jobplayers::1, long, 0000000000000000
jobplayers::2, long, 0000000000000000
jobplayers::3, long, 0000000000000000
jobplayers::4, long, 0000000000000000
jobplayers::5, long, 0000000000000000
jobplayers::6, long, 0000000000000000
jobplayers::7, long, 0000000000000000
jobplayers::8, long, 0000000000000000
jobplayers::9, long, 0000000000000000
jobplayers::10, long, 0000000000000000
jobplayers::11, long, 0000000000000000
jobplayers::12, long, 0000000000000000
jobplayers::13, long, 0000000000000000
jobplayers::14, long, 0000000000000000
jobplayers::15, long, 0000000000000000
jobplayers::16, long, 0000000000000000
jobplayers::18, long, 0000000000000000
jobplayers::27, long, 0000000000000000
jobplayers::<none>, double, C035000000000000
jobplayers::illegal, long, 0000000000000000
jobplayers::legal, long, 0000000000000000
"meth::beelife:-4.5,4.5,147.5::state", string, 800472657374
"meth::beelife:-4.5,4.5,148.5::state", string, 800472657374
"meth::beelife:-4.5,4.5,149.5::state", string, 800472657374
"meth::beelife:-4.5,4.5,150.5::state", string, 800472657374
"meth::beelife:-4.5,4.5,151.5::state", string, 800472657374
"meth::beelife:-4.5,4.5,152.5::state", string, 800472657374
"meth::beelife:-4.5,4.5,154.5::state", string, 800472657374
"meth::beelife:-4.5,4.5,156.5::state", string, 800472657374
"meth::beelife:-4.5,4.5,157.5::state", string, 800472657374
"meth::beelife:-4.5,4.5,158.5::state", string, 800472657374
"meth::beelife:-4.5,4.5,162.5::state", string, 800472657374
"meth::beelife:-4.5,4.5,166.5::state", string, 800472657374
"meth::beelife:-4.5,4.5,171.5::state", string, 800472657374
"meth::beelife:-5.5,4.5,142.5::state", string, 800472657374
"meth::beelife:-5.5,4.5,143.5::state", string, 800472657374
"meth::beelife:-5.5,4.5,144.5::state", string, 800472657374
"meth::beelife:-5.5,4.5,145.5::state", string, 800472657374
"meth::beelife:-5.5,4.5,146.5::state", string, 800472657374
"meth::beelife:-5.5,4.5,147.5::state", string, 800472657374
"meth::beelife:-5.5,4.5,169.5::state", string, 800472657374
"meth::beelife:-5.5,4.5,171.5::state", string, 800472657374
"meth::beelife:-6.5,4.5,141.5::state", string, 800472657374
"meth::beelife:-6.5,4.5,167.5::state", string, 800472657374
"meth::beelife:-6.5,4.5,168.5::state", string, 800472657374
"meth::beelife:-7.5,4.5,138.5::state", string, 800472657374
"meth::beelife:-7.5,4.5,139.5::state", string, 800472657374
"meth::beelife:-7.5,4.5,140.5::state", string, 800472657374
"meth::beelife:-7.5,4.5,147.5::state", string, 800472657374
"meth::beelife:-7.5,4.5,148.5::state", string, 800472657374
"meth::beelife:-7.5,4.5,164.5::state", string, 800472657374
"meth::beelife:-9.5,4.5,136.5::state", string, 800472657374
"meth::beelife:-9.5,4.5,160.5::state", string, 800472657374
"meth::beelife:-10.5,4.5,140.5::state", string, 800472657374
"meth::beelife:-10.5,4.5,156.5::state", string, 800472657374
"meth::beelife:-11.5,4.5,144.5::state", string, 800472657374
"meth::beelife:-12.5,4.5,152.5::state", string, 800472657374
"meth::beelife:-13.5,4.5,148.5::state", string, 800472657374
"meth::beelife:16.5,4.5,283.5::isfull", boolean, 00
mnmissions::all::1, string, 80096E6574746F79616765
mnmissions::all::2, string, 800570616E6E65
mnmissions::nettoyage::1, location, 8605776F726C6480FF0000000181046E616D652080076265656C69666501780940613000000000000179094012000000000000017A0940667000000000000570697463680800000000037961770800000000
mnmissions::panne::1, location, 8605776F726C6480FF0000000181046E616D652080076265656C696665017809406B7000000000000179094031800000000000017A0940751800000000000570697463680800000000037961770800000000
online, integer, 00000003
phone::contacts::antite303::spas13, string, 8006353535353430
phone::contacts::exao_::nouma, string, 8006353535323238
phone::contacts::exao_::police, string, 8003393131
phone::contacts::giowsa::unmecbizzare, string, 8006353535323238
phone::contacts::noumaa::balancoire, string, 800132
phone::contacts::noumaa::dsq, string, 8003647371
phone::contacts::noumaa::gio, string, 8006353535323137
phone::contacts::noumaa::popo, string, 8006353535343738
phone::contacts::noumaa::samlebg, string, 8006353535343931
phone::contacts::noumaa::soaked, string, 8006353535383139
phone::contacts::noumaa::spas, string, 8006353535353430
phone::contacts::noumaa::test2, string, 800132
phone::contacts::noumaa::test3, string, 800132
phone::contacts::noumaa::test45, string, 800132
phone::contacts::poskitch::e, string, 8006353535343738
phone::contacts::poskitch::nouma, string, 8006353535323238
phone::contacts::poskitch::spas, string, 8006353535353430
phone::contacts::soaked__::noumaa, string, 8006353535323238
phone::numbers::0f98bb32359715, long, 0000000000087941
phone::numbers::3rdbaseman4, long, 0000000000087A81
phone::numbers::4e3e1ba9eed6eb, long, 0000000000087882
phone::numbers::7b54ddf03d3246, long, 00000000000879FD
phone::numbers::391dedc91c0e95, long, 0000000000087913
phone::numbers::996f499f3231ca, long, 0000000000087862
phone::numbers::53261db47a00c9, long, 0000000000087948
phone::numbers::570860d2c0ecfb, long, 0000000000087A1F
phone::numbers::7402495b09c43c, long, 0000000000087A24
phone::numbers::_fife_, long, 0000000000087A21
phone::numbers::a06c4b204b1473, long, 0000000000087B34
phone::numbers::aa873717314440, long, 0000000000087B84
phone::numbers::adamzetti, long, 0000000000087BA2
phone::numbers::alexyanis, long, 0000000000087BB6
phone::numbers::antite303, long, 0000000000087A2A
phone::numbers::awesomeguy911, long, 0000000000087A80
phone::numbers::bandrew97, long, 0000000000087A89
phone::numbers::bigmucho, long, 0000000000087B4B
phone::numbers::blake11120, long, 0000000000087A0D
phone::numbers::casperbypass2233, long, 0000000000087A9C
phone::numbers::casperbypass, long, 0000000000087A9F
phone::numbers::caspere, long, 0000000000087AFE
phone::numbers::cfurn5, long, 00000000000878EF
phone::numbers::d22a75ec43a846, long, 00000000000878B7
phone::numbers::daimond84, long, 0000000000087B67
phone::numbers::darcos_doc, long, 0000000000087B1C
phone::numbers::duketop, long, 0000000000087B27
phone::numbers::e5d05b602d52da, long, 0000000000087A84
phone::numbers::el_gordo_uno, long, 0000000000087B91
phone::numbers::enzo685, long, 0000000000087965
phone::numbers::erikus6, long, 000000000008792F
phone::numbers::exao_, long, 00000000000879E3
phone::numbers::faketruth, long, 0000000000087908
phone::numbers::fpsskiller, long, 0000000000087AD2
phone::numbers::frenchy1, long, 0000000000087B9D
phone::numbers::frodew, long, 0000000000087B03
phone::numbers::giowsa, long, 00000000000878D1
phone::numbers::godfather5866, long, 000000000008793C
phone::numbers::greek2me, long, 0000000000087895
phone::numbers::halodude24, long, 0000000000087A47
phone::numbers::hudsonhull, long, 0000000000087AC2
phone::numbers::imfentanyl, long, 0000000000087926
phone::numbers::jake70, long, 0000000000087952
phone::numbers::kevinetlucas, long, 000000000008794D
phone::numbers::kindaspacey, long, 0000000000087B60
phone::numbers::ldsflame, long, 00000000000878DB
phone::numbers::lokthar328i, long, 0000000000087AFA
phone::numbers::lovegunner, long, 0000000000087BC5
phone::numbers::luissrs, long, 0000000000087B37
phone::numbers::miner49burr, long, 00000000000879F6
phone::numbers::mineteub, long, 00000000000878A5
phone::numbers::nacho30, long, 0000000000087B6A
phone::numbers::nobrain98, long, 0000000000087B79
phone::numbers::nonite07, long, 00000000000879AA
phone::numbers::nosnarbo, long, 0000000000087B36
phone::numbers::noumaa, long, 00000000000878DC
phone::numbers::ovhbypass, long, 0000000000087969
phone::numbers::plgxdark, long, 0000000000087B45
phone::numbers::poskitch2, long, 0000000000087928
phone::numbers::poskitch, long, 00000000000879D6
phone::numbers::pugsy, long, 00000000000879DA
phone::numbers::r_ninja14, long, 0000000000087B63
phone::numbers::roan974, long, 0000000000087A45
phone::numbers::robberbandit, long, 0000000000087943
phone::numbers::sannamwoot, long, 0000000000087894
phone::numbers::silvershadefox, long, 0000000000087B2F
phone::numbers::soaked__, long, 0000000000087B2B
phone::numbers::spas13, long, 0000000000087A14
phone::numbers::spas48, long, 000000000008798D
phone::numbers::sunshine3_14, long, 0000000000087978
phone::numbers::supermedinita, long, 0000000000087977
phone::numbers::terofar, long, 0000000000087B44
phone::numbers::theimightypotato, long, 0000000000087B71
phone::numbers::thesedg, long, 0000000000087A17
phone::numbers::thewindoxi, long, 0000000000087AD8
phone::numbers::thunder_dragon, long, 0000000000087A64
phone::numbers::titra, long, 0000000000087AE6
phone::numbers::twinnstars, long, 0000000000087B9F
phone::numbers::wheresmygreentea, long, 0000000000087A72
phone::numbers::zach122167, long, 0000000000087A35
phone::settings::casperbypass::directory, boolean, 01
phone::settings::caspere::directory, boolean, 01
phone::settings::darcos_doc::directory, boolean, 01
phone::settings::exao_::directory, boolean, 01
phone::settings::giowsa::directory, boolean, 01
phone::settings::luissrs::directory, boolean, 01
phone::settings::mineteub::directory, boolean, 01
phone::settings::noumaa::directory, boolean, 01
phone::settings::ovhbypass::directory, boolean, 01
phone::settings::roan974::directory, boolean, 01
phone::settings::spas13::directory, boolean, 01
phone::settings::thewindoxi::directory, boolean, 01
props::1, offlineplayer, 810475756964800455554944820C6C656173745369674269747304851901A9FCB5E3C90B6D6F7374536967426974730410E6E8D60BE23678
props::_fife_::1, location, 8605776F726C6480FF0000000181046E616D652080076265656C696665017809C0914E0000000000017909404AC00000000000017A0940709800000000000570697463680800000000037961770800000000
